HH Profile_ID,14Q_Scheme,Q01_Income_C,Q02_Occupation,Q03_Position,RQ04_School,Q09_Electricity bill_C,Q10_Nb_Members,Q11_Phone brand,RQ13_Hospital,Q15_Home ownership,Q16_Urban type,RQ17_Residency,Q18_Properties,Q19_Private insurance,Q20_Loan type
1529,Scheme 1,282000000,Nhân viên văn phòng cho cty vừa và nhỏ,Không có / Chức vụ khác,Class 6,1673000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1531,Scheme 1,276000000,Chủ doanh nghiệp,Giám đốc,Class 7,1016000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác
1532,Scheme 1,312000000,Bán buôn tự do,Không có / Chức vụ khác,Không,904000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1535,Scheme 2,271284000,Làm nông,Không có / Chức vụ khác,Không,696000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1536,Scheme 3,90000000,Lao động tự do,Không có / Chức vụ khác,Class 7,378000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1537,Scheme 2,156000000,Bán buôn tự do,Không có / Chức vụ khác,Không,940000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 2 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1541,Scheme 2,168000000,Khác,Không có / Chức vụ khác,Không,1085000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1542,Scheme 2,168000000,Khác,Nhân viên,Không,793000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1543,Scheme 3,167232912,Khác,Không có / Chức vụ khác,Không,480000,4,"Khác (Xiaomi, Realme, ...)",Class 3,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào
1545,Scheme 3,226633812,Khác,Không có / Chức vụ khác,Không,410000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1546,Scheme 2,280200000,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Không,355000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1547,Scheme 2,214722000,Nhân viên văn phòng cho cty vừa và nhỏ,Không có / Chức vụ khác,Không,746000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1548,Scheme 3,108000000,Công nhân nhà máy,Nhân viên,Class 6,529000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà tập thể,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1549,Scheme 3,39600000,Khác,Không có / Chức vụ khác,Không,626000,2,Apple,Class 4,Không,Class - Special / 1,Thuê Phòng trọ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1550,Scheme 2,150907200,Công chức nhà nước,Không có / Chức vụ khác,Class 6,1270000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1553,Scheme 2,258227628,Công chức nhà nước,Không có / Chức vụ khác,Class 7,629000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1554,Scheme 3,216000000,Làm nông,Không có / Chức vụ khác,Không,397000,4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1556,Scheme 3,324000000,Công chức nhà nước,Nhân viên,Class 7,193000,>4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản vay mua nhà, mua ô tô"
1557,Scheme 3,306000000,Công nhân nhà máy,Nhân viên,Không,263000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Có khoản vay khác
1558,Scheme 3,183600000,Lao động tự do,Không có / Chức vụ khác,Không,484000,4,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1559,Scheme 2,339720000,Công chức nhà nước,Không có / Chức vụ khác,Không,373000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1560,Scheme 2,432000000,Lao động tự do,Không có / Chức vụ khác,Không,387000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
1561,Scheme 3,330000000,Làm nông,Không có / Chức vụ khác,Không,202000,4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1562,Scheme 2,208885200,Nhân viên văn phòng cho cty vừa và nhỏ,Không có / Chức vụ khác,Không,607000,4,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Có khoản vay khác
1563,Scheme 2,196911372,Công chức nhà nước,Không có / Chức vụ khác,Class 7,774000,3,Samsung / Vivo / OPPO,Class 4,Không,Class - 4 / 5,Thuê Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1565,Scheme 3,86400000,Khác,Không có / Chức vụ khác,Không,212000,2,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1566,Scheme 2,180000000,Khác,Không có / Chức vụ khác,Không,874000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1567,Scheme 2,187471200,Nhân viên văn phòng cho cty vừa và nhỏ,Không có / Chức vụ khác,Không,987000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1568,Scheme 3,191853600,Bán buôn tự do,Không có / Chức vụ khác,Không,662000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Thuê Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1569,Scheme 3,43920000,Khác,Không có / Chức vụ khác,Class 7,378000,>4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1570,Scheme 3,145826064,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Class 7,470000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Không,Class - Special / 1,Thuê Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác
1571,Scheme 2,99265596,Lao động tự do,Không có / Chức vụ khác,Không,1148000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 2 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1573,Scheme 1,600000000,Làm nông,Không có / Chức vụ khác,Class 7,415000,>4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1574,Scheme 2,192000000,Lao động tự do,Nhân viên,Class 7,737000,2,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào
1575,Scheme 3,149040000,Nghỉ hưu,Không có / Chức vụ khác,Class 7,553000,2,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1576,Scheme 2,160788000,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Không,1036000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1578,Scheme 2,138000000,Khác,Không có / Chức vụ khác,Class 7,838000,4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
1579,Scheme 3,126000000,Lao động tự do,Không có / Chức vụ khác,Class 7,582000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1580,Scheme 2,252000000,Nhân viên văn phòng cho cty vừa và nhỏ,Quản lý cấp trung,Class 7,543000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào
1581,Scheme 1,288000000,Làm nông,Không có / Chức vụ khác,Không,1871000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Có khoản vay khác
1582,Scheme 2,168000000,Lao động tự do,Không có / Chức vụ khác,Không,877000,4,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào
1584,Scheme 3,188400000,Khác,Không có / Chức vụ khác,Không,254000,2,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà tập thể,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1586,Scheme 2,228000000,Khác,Không có / Chức vụ khác,Không,891000,>4,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1587,Scheme 2,106907628,Bán buôn tự do,Không có / Chức vụ khác,Không,1977000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Có,Không có bất kỳ khoản vay nào
1588,Scheme 3,296760000,Nhân viên văn phòng cho cty vừa và nhỏ,Không có / Chức vụ khác,Class 7,470000,4,Apple,Class 4,Không,Class - Special / 1,Thuê Phòng trọ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1589,Scheme 3,149073600,Công chức nhà nước,Không có / Chức vụ khác,Không,662000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1590,Scheme 2,216000000,Khác,Không có / Chức vụ khác,Không,2690000,>4,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Có khoản vay khác
1592,Scheme 2,225504780,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Class 6,662000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1594,Scheme 2,354000000,Lao động tự do,Không có / Chức vụ khác,Không,343000,3,Apple,Class 3,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1595,Scheme 2,157534800,Công nhân nhà máy,Không có / Chức vụ khác,Không,1187000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà tập thể,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1596,Scheme 3,34680000,Nghỉ hưu,Không có / Chức vụ khác,Không,420000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Căn hộ chung cư,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1597,Scheme 2,302646828,Làm nông,Không có / Chức vụ khác,Không,547000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào
1598,Scheme 3,169008000,Công chức nhà nước,Không có / Chức vụ khác,Class 7,644000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 2 ngôi nhà khác,Có,Không có bất kỳ khoản vay nào
1599,Scheme 3,222864000,Lao động tự do,Không có / Chức vụ khác,Class 5,339000,4,Samsung / Vivo / OPPO,Class 2,Có,Class - Special / 1,Sở hữu Nhà của nhiều hộ gia đình,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1600,Scheme 2,114000000,Khác,Nhân viên,Không,1099000,3,Apple,Class 3,Có,Class - Special / 1,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1601,Scheme 3,174820032,Công chức nhà nước,Không có / Chức vụ khác,Không,599000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1602,Scheme 1,180000000,Công chức nhà nước,Nhân viên,Class 4,2827000,4,Apple,Class 4,Có,Class - Special / 1,Thuê Căn hộ tầm trung,Sở hữu 1 ngôi nhà khác,Có,Không có bất kỳ khoản vay nào
1603,Scheme 2,208122600,Khác,Không có / Chức vụ khác,Không,767000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào
1605,Scheme 2,279665880,Khác,Không có / Chức vụ khác,Không,765000,>4,Apple,Class 4,Không,Class - 4 / 5,Thuê Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1606,Scheme 3,144000000,Lao động tự do,Không có / Chức vụ khác,Class 7,734000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1607,Scheme 3,66157200,Khác,Không có / Chức vụ khác,Không,547000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác
1608,Scheme 3,226080000,Làm nông,Giám đốc,Không,530000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu hơn 2 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1610,Scheme 2,168000000,Công chức nhà nước,Nhân viên,Class 7,702000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào
1614,Scheme 2,206035200,Lao động tự do,Không có / Chức vụ khác,Không,1452000,4,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1615,Scheme 2,205200000,Làm nông,Không có / Chức vụ khác,Class 7,922000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 2 ngôi nhà khác,Không,Có khoản vay khác
1617,Scheme 2,180000000,Làm nông,Không có / Chức vụ khác,Class 7,1389000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1621,Scheme 2,234000000,Nhân viên văn phòng cho cty vừa và nhỏ,Không có / Chức vụ khác,Class 5,774000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 2 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1623,Scheme 3,181287120,Lao động tự do,Không có / Chức vụ khác,Không,582000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Có,Không có bất kỳ khoản vay nào
1624,Scheme 3,228349092,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Class 7,542000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1625,Scheme 2,144017988,Khác,Giám đốc,Class 7,759000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Có khoản vay khác
1626,Scheme 2,187980000,Công chức nhà nước,Không có / Chức vụ khác,Class 7,2012000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1627,Scheme 2,252000000,Làm nông,Không có / Chức vụ khác,Class 7,569000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1630,Scheme 3,72000000,Làm nông,Không có / Chức vụ khác,Class 7,490000,3,Samsung / Vivo / OPPO,Class 3,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1632,Scheme 2,264000000,Khác,Không có / Chức vụ khác,Không,666000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1633,Scheme 2,178467876,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Class 7,1125000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1635,Scheme 2,303120000,Khác,Không có / Chức vụ khác,Class 7,607000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1636,Scheme 2,129108000,Bán buôn tự do,Nhân viên,Không,2140000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác
1638,Scheme 2,188779440,Công chức nhà nước,Không có / Chức vụ khác,Class 7,842000,4,Samsung / Vivo / OPPO,Class 3,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1639,Scheme 3,120000000,Lao động tự do,Nhân viên,Class 6,336000,4,Apple,Class 4,Không,Class - Special / 1,Thuê Nhà tập thể,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1640,Scheme 3,221557200,Lao động tự do,Không có / Chức vụ khác,Class 7,691000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1642,Scheme 2,216872712,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Class 7,1461000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 2 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1645,Scheme 2,167215452,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Không,647000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà tập thể,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào
1646,Scheme 3,61920000,Làm nông,Không có / Chức vụ khác,Không,247000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1647,Scheme 2,228000000,Lao động tự do,Nhân viên,Class 7,765000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1648,Scheme 3,214886952,Lao động tự do,Nhân viên,Class 7,677000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1650,Scheme 2,177600000,Khác,Không có / Chức vụ khác,Không,912000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1652,Scheme 3,291829200,Công chức nhà nước,Nhân viên,Class 7,181000,>4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1653,Scheme 1,162000000,Khác,Không có / Chức vụ khác,Class 6,1692000,>4,Apple,Class 4,Có,Class - Special / 1,Thuê Biệt thự,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1654,Scheme 3,278048880,Công chức nhà nước,Nhân viên,Class 7,362000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1655,Scheme 3,144000000,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Class 7,420000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1656,Scheme 2,211728000,Nhân viên văn phòng cho cty vừa và nhỏ,Không có / Chức vụ khác,Không,1362000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1658,Scheme 2,228000000,Lao động tự do,Không có / Chức vụ khác,Không,2165000,4,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1659,Scheme 2,215970000,Khác,Không có / Chức vụ khác,Không,1185000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1663,Scheme 2,169272000,Khác,Không có / Chức vụ khác,Không,946000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1664,Scheme 2,210108000,Nhân viên văn phòng cho cty vừa và nhỏ,Không có / Chức vụ khác,Không,755000,4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 2 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1666,Scheme 3,209280000,Khác,Nhân viên,Class 7,697000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Sở hữu 2 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1670,Scheme 1,247248000,Lao động tự do,Không có / Chức vụ khác,Không,1115000,>4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Thuê Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1671,Scheme 2,214260480,Khác,Không có / Chức vụ khác,Class 6,1062000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1672,Scheme 1,344880000,Khác,Không có / Chức vụ khác,Không,2070000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1673,Scheme 2,291672000,Công chức nhà nước,Nhân viên,Class 7,676000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1676,Scheme 3,120000000,Làm nông,Không có / Chức vụ khác,Class 7,324000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1677,Scheme 1,229440000,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Class 7,985000,4,"Khác (Xiaomi, Realme, ...)",Class 2,Có,Class - Special / 1,Sở hữu Nhà tập thể,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1679,Scheme 2,156000000,Khác,Không có / Chức vụ khác,Không,932000,4,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1680,Scheme 3,294000000,Công chức nhà nước,Nhân viên,Class 7,213000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1683,Scheme 2,346838400,Công nhân nhà máy,Nhân viên,Không,618000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1684,Scheme 3,60000000,Làm nông,Không có / Chức vụ khác,Class 7,382000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Không,Class - 4 / 5,Thuê Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào
